log_minmax__age-height-weight_0,log_minmax__age-height-weight_1,log_minmax__age-height-weight_2,OneHotEncoder()__Medal_Bronze,OneHotEncoder()__Medal_Gold,OneHotEncoder()__Medal_Silver
0.2335744223599865,0.5668198058469588,0.5805293481494458,0.0,0.0,1.0
0.351168195715933,0.5668198058469588,0.5805293481494458,0.0,1.0,0.0
0.26514525044663523,0.6761532236353344,0.6692817136098628,1.0,0.0,0.0
0.37736347691775773,0.6761532236353344,0.6692817136098628,0.0,1.0,0.0
0.5147074861357549,0.6222253440178075,0.9311717480443223,0.0,1.0,0.0
0.5917449257497844,0.6222253440178075,0.9311717480443223,0.0,1.0,0.0
0.1651154659443214,0.29036605979998237,0.3097648364811287,1.0,0.0,0.0
0.426629459805463,0.7078328632930606,0.6582659730272401,1.0,0.0,0.0
0.5147074861357549,0.7078328632930606,0.6582659730272401,0.0,1.0,0.0
0.3238083045054178,0.7798772740536473,0.5932500560252815,0.0,0.0,1.0
0.426629459805463,0.7798772740536473,0.5932500560252815,1.0,0.0,0.0
0.295175411381012,0.5328328606048912,0.4071691236669427,0.0,0.0,1.0
0.44985848849053395,0.4748869004413281,0.3890574064705246,0.0,0.0,1.0
0.37736347691775773,0.6547543399247352,0.5192111618534896,0.0,0.0,1.0
0.351168195715933,0.4512354537448913,0.4818361713388865,1.0,0.0,0.0
0.37736347691775773,0.4512354537448913,0.5119424172053234,1.0,0.0,0.0
0.4722426354973553,0.4512354537448913,0.5119424172053234,0.0,1.0,0.0
0.2002962528014142,0.555554174257254,0.4971013381373104,1.0,0.0,0.0
0.3238083045054178,0.555554174257254,0.4971013381373104,0.0,0.0,1.0
0.426629459805463,0.29036605979998237,0.33071828639013773,0.0,0.0,1.0
0.426629459805463,0.6654820873138375,0.5674983487066871,0.0,0.0,1.0
0.351168195715933,0.611265015612838,0.5192111618534896,1.0,0.0,0.0
0.44985848849053395,0.611265015612838,0.5192111618534896,0.0,0.0,1.0
0.5733705401945373,0.5780230236450806,0.6117806242743822,1.0,0.0,0.0
0.295175411381012,0.849443001151039,0.6237866236953561,0.0,0.0,1.0
0.5147074861357549,0.4512354537448913,0.42468690584906865,1.0,0.0,0.0
0.2335744223599865,0.5442254295563179,0.4818361713388865,0.0,1.0,0.0
0.2335744223599865,0.6222253440178075,0.5192111618534896,0.0,1.0,0.0
0.5733705401945373,0.5891645154121451,0.6355287335133697,0.0,1.0,0.0
0.7069729196166745,0.5891645154121451,0.6355287335133697,0.0,0.0,1.0
0.351168195715933,0.6002449576029173,0.5404422134784517,1.0,0.0,0.0
0.6095866447153525,0.6002449576029173,0.5404422134784517,1.0,0.0,0.0
0.44985848849053395,0.5442254295563179,0.5404422134784517,0.0,1.0,0.0
0.6437896772668159,0.3662065346981066,0.37031006220289675,0.0,0.0,1.0
0.4024892596646324,0.5213757441762343,0.4818361713388865,0.0,1.0,0.0
0.44985848849053395,0.4512354537448913,0.44993149923273656,0.0,0.0,1.0
0.3238083045054178,0.3908675188745352,0.41599981216340126,0.0,1.0,0.0
0.1651154659443214,0.5668198058469588,0.4818361713388865,0.0,0.0,1.0
0.4938412097032678,0.3032053133461231,0.28795591082434385,0.0,0.0,1.0
0.7069729196166745,0.42730410177563466,0.504573410852757,0.0,1.0,0.0
0.7642697218248744,0.42730410177563466,0.504573410852757,1.0,0.0,0.0
0.426629459805463,0.7798772740536473,0.7309938371169813,1.0,0.0,0.0
0.3238083045054178,0.5668198058469588,0.4971013381373104,0.0,0.0,1.0
0.4938412097032678,0.5098533446806258,0.5608616858414259,0.0,1.0,0.0
0.5544307010341011,0.5098533446806258,0.5608616858414259,1.0,0.0,0.0
0.426629459805463,0.8099846635555266,0.7112047418068859,0.0,0.0,1.0
0.5147074861357549,0.8099846635555266,0.7112047418068859,0.0,1.0,0.0
0.4722426354973553,0.6439693776123697,0.5263823365095418,1.0,0.0,0.0
0.1651154659443214,0.49826491388195937,0.28795591082434385,0.0,1.0,0.0
0.2002962528014142,0.6222253440178075,0.3797659637494474,1.0,0.0,0.0
0.2335744223599865,0.5213757441762343,0.3508808486782738,1.0,0.0,0.0
0.351168195715933,0.42730410177563466,0.47403684318268235,1.0,0.0,0.0
0.426629459805463,0.49826491388195937,0.4332350000568264,1.0,0.0,0.0
0.4024892596646324,0.7078328632930606,0.6413044058774819,1.0,0.0,0.0
0.3238083045054178,0.5098533446806258,0.504573410852757,0.0,0.0,1.0
0.6917747102520982,0.3537623376402685,0.47403684318268235,1.0,0.0,0.0
0.7504377643108805,0.3537623376402685,0.47403684318268235,0.0,0.0,1.0
0.37736347691775773,0.6547543399247352,0.6526717387665296,0.0,1.0,0.0
0.295175411381012,0.6222253440178075,0.5994986008274631,1.0,0.0,0.0
0.5917449257497844,0.3662065346981066,0.34089467960398956,0.0,1.0,0.0
0.426629459805463,0.4512354537448913,0.44993149923273656,0.0,1.0,0.0
0.4024892596646324,0.6973280311486579,0.6413044058774819,0.0,1.0,0.0
0.04561317569189228,0.3662065346981066,0.4818361713388865,1.0,0.0,0.0
0.4024892596646324,0.7078328632930606,0.6692817136098628,0.0,1.0,0.0
0.4938412097032678,0.7078328632930606,0.6692817136098628,1.0,0.0,0.0
0.295175411381012,0.4512354537448913,0.3981900133080683,1.0,0.0,0.0
0.4024892596646324,0.4512354537448913,0.3981900133080683,0.0,0.0,1.0
0.4938412097032678,0.4512354537448913,0.3981900133080683,1.0,0.0,0.0
0.426629459805463,0.5328328606048912,0.504573410852757,1.0,0.0,0.0
0.351168195715933,0.5668198058469588,0.5119424172053234,1.0,0.0,0.0
0.876487948295997,0.5668198058469588,0.4971013381373104,0.0,0.0,1.0
0.876487948295997,0.5668198058469588,0.4971013381373104,0.0,1.0,0.0
0.08807802633029194,0.3662065346981066,0.3981900133080683,0.0,1.0,0.0
0.5917449257497844,0.4152313755273451,0.4071691236669427,0.0,1.0,0.0
0.5348894976773565,0.4512354537448913,0.4332350000568264,1.0,0.0,0.0
0.4938412097032678,0.4512354537448913,0.4818361713388865,1.0,0.0,0.0
0.26514525044663523,0.5442254295563179,0.5805293481494458,1.0,0.0,0.0
0.37736347691775773,0.5442254295563179,0.5805293481494458,0.0,1.0,0.0
0.3238083045054178,0.4866096906061947,0.4895232750454958,0.0,0.0,1.0
0.26514525044663523,0.6547543399247352,0.5119424172053234,1.0,0.0,0.0
0.4722426354973553,0.6547543399247352,0.5119424172053234,1.0,0.0,0.0
0.4722426354973553,0.5891645154121451,0.4895232750454958,1.0,0.0,0.0
0.26514525044663523,0.5668198058469588,0.5608616858414259,0.0,1.0,0.0
0.4024892596646324,0.5891645154121451,0.5192111618534896,0.0,0.0,1.0
0.4722426354973553,0.4748869004413281,0.44993149923273656,1.0,0.0,0.0
0.351168195715933,0.37857461998296216,0.33071828639013773,1.0,0.0,0.0
0.3238083045054178,0.26444037596759107,0.32034428100819895,0.0,0.0,1.0
0.3238083045054178,0.6761532236353344,0.57405357806972,0.0,1.0,0.0
0.3238083045054178,0.6761532236353344,0.57405357806972,0.0,0.0,1.0
0.426629459805463,0.6761532236353344,0.57405357806972,0.0,1.0,0.0
0.426629459805463,0.6761532236353344,0.57405357806972,0.0,1.0,0.0
0.5147074861357549,0.6761532236353344,0.57405357806972,0.0,1.0,0.0
0.5147074861357549,0.6761532236353344,0.57405357806972,0.0,1.0,0.0
0.351168195715933,0.5668198058469588,0.4416484729988268,0.0,0.0,1.0
0.351168195715933,0.5668198058469588,0.4416484729988268,0.0,0.0,1.0
0.351168195715933,0.5668198058469588,0.4416484729988268,1.0,0.0,0.0
0.4722426354973553,0.5780230236450806,0.5473357864185509,0.0,0.0,1.0
0.44985848849053395,0.4748869004413281,0.4071691236669427,0.0,1.0,0.0
0.5348894976773565,0.4748869004413281,0.4071691236669427,1.0,0.0,0.0
0.426629459805463,0.7078328632930606,0.6355287335133697,1.0,0.0,0.0
0.4024892596646324,0.5668198058469588,0.504573410852757,0.0,0.0,1.0
0.2002962528014142,0.5328328606048912,0.4895232750454958,1.0,0.0,0.0
0.2335744223599865,0.3908675188745352,0.4416484729988268,1.0,0.0,0.0
0.26514525044663523,0.4866096906061947,0.42468690584906865,1.0,0.0,0.0
0.37736347691775773,0.5098533446806258,0.504573410852757,0.0,0.0,1.0
0.3238083045054178,0.7595537297144372,0.6638022349054586,1.0,0.0,0.0
0.295175411381012,0.4866096906061947,0.4071691236669427,1.0,0.0,0.0
0.4024892596646324,0.4866096906061947,0.4071691236669427,1.0,0.0,0.0
0.426629459805463,0.5213757441762343,0.4895232750454958,1.0,0.0,0.0
0.5147074861357549,0.5213757441762343,0.4895232750454958,0.0,0.0,1.0
0.351168195715933,0.5442254295563179,0.5805293481494458,0.0,0.0,1.0
0.4024892596646324,0.7182834066569657,0.6117806242743822,0.0,0.0,1.0
0.4938412097032678,0.6761532236353344,0.6296899377971035,0.0,0.0,1.0
0.295175411381012,0.403086139978072,0.4332350000568264,1.0,0.0,0.0
0.351168195715933,0.4393051793750884,0.4071691236669427,1.0,0.0,0.0
0.127801241228638,0.3032053133461231,0.2414705620714854,1.0,0.0,0.0
0.127801241228638,0.3032053133461231,0.2414705620714854,1.0,0.0,0.0
0.127801241228638,0.3032053133461231,0.2414705620714854,0.0,0.0,1.0
0.127801241228638,0.3032053133461231,0.2414705620714854,0.0,1.0,0.0
0.26514525044663523,0.3032053133461231,0.2414705620714854,0.0,1.0,0.0
0.26514525044663523,0.3032053133461231,0.2414705620714854,0.0,1.0,0.0
0.26514525044663523,0.3032053133461231,0.2414705620714854,1.0,0.0,0.0
0.2335744223599865,0.4512354537448913,0.4818361713388865,1.0,0.0,0.0
0.351168195715933,0.4512354537448913,0.4661219652281836,1.0,0.0,0.0
0.37736347691775773,0.5328328606048912,0.5119424172053234,1.0,0.0,0.0
0.4722426354973553,0.5328328606048912,0.5263823365095418,1.0,0.0,0.0
0.426629459805463,0.42730410177563466,0.5119424172053234,0.0,0.0,1.0
0.5917449257497844,0.5098533446806258,0.5192111618534896,1.0,0.0,0.0
0.5917449257497844,0.5098533446806258,0.5192111618534896,0.0,1.0,0.0
0.5917449257497844,0.7078328632930606,0.5608616858414259,0.0,0.0,1.0
0.26514525044663523,0.6002449576029173,0.4661219652281836,1.0,0.0,0.0
0.2002962528014142,0.6002449576029173,0.5473357864185509,0.0,0.0,1.0
0.5147074861357549,0.6002449576029173,0.5473357864185509,0.0,0.0,1.0
0.426629459805463,0.4512354537448913,0.4332350000568264,1.0,0.0,0.0
0.4024892596646324,0.7595537297144372,0.605674906498938,0.0,0.0,1.0
0.5733705401945373,0.7595537297144372,0.605674906498938,0.0,1.0,0.0
0.37736347691775773,0.6761532236353344,0.6237866236953561,1.0,0.0,0.0
0.4722426354973553,0.6761532236353344,0.6237866236953561,1.0,0.0,0.0
0.295175411381012,0.5891645154121451,0.47403684318268235,0.0,1.0,0.0
0.3238083045054178,0.6547543399247352,0.5932500560252815,0.0,0.0,1.0
0.295175411381012,0.49826491388195937,0.5404422134784517,0.0,1.0,0.0
0.2335744223599865,0.6439693776123697,0.4895232750454958,0.0,0.0,1.0
0.351168195715933,0.4748869004413281,0.4895232750454958,0.0,1.0,0.0
0.5348894976773565,0.6222253440178075,0.6237866236953561,0.0,1.0,0.0
0.351168195715933,0.4866096906061947,0.5192111618534896,0.0,1.0,0.0
0.4938412097032678,0.5668198058469588,0.605674906498938,0.0,0.0,1.0
0.4722426354973553,0.611265015612838,0.5119424172053234,1.0,0.0,0.0
0.44985848849053395,0.6331265868074931,0.5994986008274631,0.0,1.0,0.0
0.4938412097032678,0.6331265868074931,0.6296899377971035,0.0,1.0,0.0
0.26514525044663523,0.4630957554286459,0.3606837749140847,0.0,1.0,0.0
0.26514525044663523,0.4630957554286459,0.3606837749140847,0.0,1.0,0.0
0.4722426354973553,0.4630957554286459,0.3606837749140847,0.0,1.0,0.0
0.4722426354973553,0.4630957554286459,0.3606837749140847,0.0,1.0,0.0
0.7362878030667652,0.6002449576029173,0.4971013381373104,0.0,0.0,1.0
0.351168195715933,0.5891645154121451,0.5473357864185509,0.0,1.0,0.0
0.5348894976773565,0.6002449576029173,0.6296899377971035,0.0,0.0,1.0
0.37736347691775773,0.3662065346981066,0.3606837749140847,1.0,0.0,0.0
0.4938412097032678,0.3908675188745352,0.42468690584906865,1.0,0.0,0.0
0.2002962528014142,0.555554174257254,0.4071691236669427,0.0,0.0,1.0
0.37736347691775773,0.3032053133461231,0.3606837749140847,1.0,0.0,0.0
0.37736347691775773,0.5891645154121451,0.5404422134784517,0.0,1.0,0.0
0.44985848849053395,0.32864182030875594,0.3890574064705246,1.0,0.0,0.0
0.2335744223599865,0.6002449576029173,0.4895232750454958,1.0,0.0,0.0
0.351168195715933,0.7286802194834693,0.6117806242743822,0.0,1.0,0.0
0.44985848849053395,0.7286802194834693,0.6117806242743822,1.0,0.0,0.0
0.4024892596646324,0.5213757441762343,0.4895232750454958,0.0,1.0,0.0
0.26514525044663523,0.4630957554286459,0.5932500560252815,1.0,0.0,0.0
0.5348894976773565,0.6547543399247352,0.5869275622313096,0.0,1.0,0.0
0.3238083045054178,0.4393051793750884,0.4580880620998985,0.0,0.0,1.0
0.3238083045054178,0.4748869004413281,0.5473357864185509,0.0,1.0,0.0
0.4024892596646324,0.403086139978072,0.4661219652281836,1.0,0.0,0.0
0.351168195715933,0.3662065346981066,0.42468690584906865,0.0,1.0,0.0
0.351168195715933,0.6002449576029173,0.5192111618534896,1.0,0.0,0.0
0.44985848849053395,0.3537623376402685,0.42468690584906865,1.0,0.0,0.0
0.4722426354973553,0.32864182030875594,0.33071828639013773,0.0,0.0,1.0
0.5544307010341011,0.32864182030875594,0.33071828639013773,0.0,1.0,0.0
0.2002962528014142,0.26444037596759107,0.28795591082434385,0.0,1.0,0.0
0.26514525044663523,0.4512354537448913,0.44993149923273656,1.0,0.0,0.0
0.26514525044663523,0.4512354537448913,0.44993149923273656,0.0,1.0,0.0
0.26514525044663523,0.4512354537448913,0.44993149923273656,0.0,1.0,0.0
0.4722426354973553,0.4512354537448913,0.44993149923273656,0.0,1.0,0.0
0.4722426354973553,0.4512354537448913,0.44993149923273656,0.0,1.0,0.0
0.4722426354973553,0.4512354537448913,0.44993149923273656,1.0,0.0,0.0
0.4722426354973553,0.4512354537448913,0.44993149923273656,0.0,1.0,0.0
0.26514525044663523,0.49826491388195937,0.4895232750454958,0.0,0.0,1.0
0.2335744223599865,0.4866096906061947,0.4895232750454958,0.0,0.0,1.0
0.2335744223599865,0.4866096906061947,0.4895232750454958,1.0,0.0,0.0
0.351168195715933,0.4866096906061947,0.4895232750454958,1.0,0.0,0.0
0.351168195715933,0.4512354537448913,0.44993149923273656,0.0,0.0,1.0
0.426629459805463,0.6439693776123697,0.5119424172053234,1.0,0.0,0.0
0.37736347691775773,0.6002449576029173,0.47403684318268235,1.0,0.0,0.0
0.37736347691775773,0.6222253440178075,0.5608616858414259,1.0,0.0,0.0
0.127801241228638,0.4630957554286459,0.33071828639013773,0.0,0.0,1.0
0.351168195715933,0.6547543399247352,0.5674983487066871,0.0,0.0,1.0
0.2335744223599865,0.5213757441762343,0.44993149923273656,0.0,0.0,1.0
0.351168195715933,0.5213757441762343,0.44993149923273656,0.0,1.0,0.0
0.26514525044663523,0.7286802194834693,0.5869275622313096,1.0,0.0,0.0
0.426629459805463,0.5442254295563179,0.5404422134784517,0.0,1.0,0.0
0.4722426354973553,0.4512354537448913,0.6638022349054586,0.0,1.0,0.0
0.5348894976773565,0.6439693776123697,0.701028348593034,0.0,0.0,1.0
0.5544307010341011,0.49826491388195937,0.5119424172053234,1.0,0.0,0.0
0.351168195715933,0.6002449576029173,0.5994986008274631,1.0,0.0,0.0
0.351168195715933,0.42730410177563466,0.37031006220289675,1.0,0.0,0.0
0.351168195715933,0.4393051793750884,0.44993149923273656,0.0,1.0,0.0
0.44985848849053395,0.4393051793750884,0.44993149923273656,0.0,1.0,0.0
0.4938412097032678,0.555554174257254,0.57405357806972,0.0,0.0,1.0
0.4722426354973553,0.4748869004413281,0.504573410852757,0.0,1.0,0.0
0.351168195715933,0.4393051793750884,0.4416484729988268,0.0,1.0,0.0
0.5147074861357549,0.6439693776123697,0.5263823365095418,0.0,1.0,0.0
0.351168195715933,0.4866096906061947,0.4071691236669427,1.0,0.0,0.0
0.4722426354973553,0.5442254295563179,0.4895232750454958,1.0,0.0,0.0
0.5147074861357549,0.4866096906061947,0.5119424172053234,0.0,0.0,1.0
0.44985848849053395,0.5668198058469588,0.5263823365095418,1.0,0.0,0.0
0.5147074861357549,0.4748869004413281,0.34089467960398956,0.0,0.0,1.0
0.26514525044663523,0.5213757441762343,0.5404422134784517,1.0,0.0,0.0
0.5147074861357549,0.6761532236353344,0.6526717387665296,0.0,1.0,0.0
0.5917449257497844,0.6761532236353344,0.6526717387665296,0.0,0.0,1.0
0.295175411381012,0.4866096906061947,0.4416484729988268,0.0,1.0,0.0
0.3238083045054178,0.37857461998296216,0.41599981216340126,0.0,1.0,0.0
0.26514525044663523,0.7078328632930606,0.701028348593034,1.0,0.0,0.0
0.351168195715933,0.6439693776123697,0.5994986008274631,0.0,0.0,1.0
0.351168195715933,0.6761532236353344,0.5994986008274631,0.0,0.0,1.0
0.4024892596646324,0.6002449576029173,0.5404422134784517,0.0,1.0,0.0
0.4938412097032678,0.6002449576029173,0.5404422134784517,0.0,1.0,0.0
0.37736347691775773,0.5780230236450806,0.5263823365095418,1.0,0.0,0.0
0.26514525044663523,0.5442254295563179,0.47403684318268235,0.0,0.0,1.0
0.351168195715933,0.32864182030875594,0.3508808486782738,0.0,1.0,0.0
0.5917449257497844,0.5442254295563179,0.5608616858414259,0.0,1.0,0.0
0.4024892596646324,0.6867683432352599,0.6638022349054586,0.0,1.0,0.0
0.5733705401945373,0.6002449576029173,0.617817349411991,0.0,1.0,0.0
0.4938412097032678,0.7999985907172826,0.6800748986840255,1.0,0.0,0.0
0.5733705401945373,0.6002449576029173,0.5994986008274631,1.0,0.0,0.0
0.37736347691775773,0.5442254295563179,0.8636358051890192,0.0,1.0,0.0
0.5147074861357549,0.6439693776123697,0.504573410852757,1.0,0.0,0.0
0.3238083045054178,0.6761532236353344,0.5404422134784517,0.0,0.0,1.0
0.5733705401945373,0.6002449576029173,0.617817349411991,0.0,1.0,0.0
0.351168195715933,0.5098533446806258,0.5404422134784517,0.0,0.0,1.0
0.3238083045054178,0.5891645154121451,0.5404422134784517,0.0,0.0,1.0
0.295175411381012,0.7798772740536473,0.5994986008274631,1.0,0.0,0.0
0.351168195715933,0.4748869004413281,0.47403684318268235,0.0,1.0,0.0
0.351168195715933,0.4748869004413281,0.47403684318268235,0.0,1.0,0.0
0.351168195715933,0.4748869004413281,0.47403684318268235,0.0,0.0,1.0
0.5348894976773565,0.4748869004413281,0.47403684318268235,0.0,0.0,1.0
0.5348894976773565,0.4748869004413281,0.47403684318268235,1.0,0.0,0.0
0.6095866447153525,0.4748869004413281,0.47403684318268235,0.0,1.0,0.0
0.6095866447153525,0.4748869004413281,0.47403684318268235,1.0,0.0,0.0
0.44985848849053395,0.5328328606048912,0.504573410852757,0.0,0.0,1.0
0.26514525044663523,0.4393051793750884,0.4332350000568264,1.0,0.0,0.0
0.44985848849053395,0.5442254295563179,0.47403684318268235,0.0,0.0,1.0
0.351168195715933,0.555554174257254,0.5192111618534896,0.0,0.0,1.0
0.4722426354973553,0.6331265868074931,0.6413044058774819,1.0,0.0,0.0
0.426629459805463,0.4393051793750884,0.4818361713388865,1.0,0.0,0.0
0.5147074861357549,0.4393051793750884,0.4818361713388865,0.0,0.0,1.0
0.3238083045054178,0.4748869004413281,0.4332350000568264,0.0,0.0,1.0
0.3238083045054178,0.4748869004413281,0.4332350000568264,0.0,1.0,0.0
0.351168195715933,0.4152313755273451,0.41599981216340126,0.0,0.0,1.0
0.4938412097032678,0.7798772740536473,0.7061407750739087,0.0,0.0,1.0
0.5147074861357549,0.6002449576029173,0.4971013381373104,1.0,0.0,0.0
0.37736347691775773,0.3032053133461231,0.3890574064705246,0.0,1.0,0.0
0.426629459805463,0.5668198058469588,0.5608616858414259,0.0,0.0,1.0
0.5147074861357549,0.5668198058469588,0.5608616858414259,0.0,0.0,1.0
0.5917449257497844,0.5668198058469588,0.5608616858414259,0.0,0.0,1.0
0.5917449257497844,0.6331265868074931,0.6526717387665296,0.0,0.0,1.0
0.4722426354973553,0.6439693776123697,0.6117806242743822,1.0,0.0,0.0
0.4024892596646324,0.6761532236353344,0.6355287335133697,1.0,0.0,0.0
0.4938412097032678,0.6547543399247352,0.6526717387665296,1.0,0.0,0.0
0.3238083045054178,0.6867683432352599,0.5805293481494458,0.0,0.0,1.0
0.426629459805463,0.6867683432352599,0.5805293481494458,0.0,0.0,1.0
0.5147074861357549,0.4866096906061947,0.5404422134784517,1.0,0.0,0.0
0.2335744223599865,0.42730410177563466,0.34089467960398956,0.0,1.0,0.0
0.37736347691775773,0.7182834066569657,0.7992881115266245,0.0,1.0,0.0
0.4722426354973553,0.7182834066569657,0.7992881115266245,0.0,1.0,0.0
0.426629459805463,0.2513518148032129,0.3981900133080683,1.0,0.0,0.0
0.5147074861357549,0.37857461998296216,0.3797659637494474,0.0,0.0,1.0
0.4938412097032678,0.3662065346981066,0.4071691236669427,0.0,0.0,1.0
0.426629459805463,0.6002449576029173,0.617817349411991,1.0,0.0,0.0
0.5348894976773565,0.4512354537448913,0.504573410852757,0.0,0.0,1.0
0.3238083045054178,0.555554174257254,0.5404422134784517,0.0,1.0,0.0
0.426629459805463,0.555554174257254,0.5404422134784517,0.0,1.0,0.0
0.295175411381012,0.6002449576029173,0.5541415407523325,1.0,0.0,0.0
0.4024892596646324,0.5442254295563179,0.47403684318268235,0.0,0.0,1.0
0.2002962528014142,0.6547543399247352,0.5932500560252815,0.0,0.0,1.0
0.5147074861357549,0.6547543399247352,0.5932500560252815,1.0,0.0,0.0
0.37736347691775773,0.5668198058469588,0.57405357806972,0.0,0.0,1.0
0.2002962528014142,0.3662065346981066,0.41599981216340126,1.0,0.0,0.0
0.37736347691775773,0.5328328606048912,0.4071691236669427,1.0,0.0,0.0
0.4722426354973553,0.5328328606048912,0.4071691236669427,0.0,0.0,1.0
0.44985848849053395,0.6761532236353344,0.6117806242743822,0.0,0.0,1.0
0.4024892596646324,0.6867683432352599,0.7685000755109649,0.0,1.0,0.0
0.37736347691775773,0.6761532236353344,0.685390808119305,1.0,0.0,0.0
0.4938412097032678,0.6761532236353344,0.685390808119305,0.0,1.0,0.0
0.426629459805463,0.5098533446806258,0.44993149923273656,0.0,0.0,1.0
0.5147074861357549,0.5098533446806258,0.44993149923273656,0.0,0.0,1.0
